Time,Flow Set Point,Flow Measured Value,Pump Output,Flow PG,Flow I,Flow D,PID Area
45.209,1,1.09,21.57,1.2,0.8,0.2,1
45.303,1,1.08,22.75,1.2,0.8,0.2,1
45.412,1,1.08,21.57,1.2,0.8,0.2,1
45.505,1,1.07,22.75,1.2,0.8,0.2,1
45.615,1,1.04,24.31,1.2,0.8,0.2,1
45.708,1,1.04,22.35,1.2,0.8,0.2,1
45.802,1,1.04,21.96,1.2,0.8,0.2,1
45.911,1,1.04,21.96,1.2,0.8,0.2,1
46.005,1,1.03,23.14,1.2,0.8,0.2,1
46.114,1,1.04,20.78,1.2,0.8,0.2,1
46.207,1,1.04,21.57,1.2,0.8,0.2,1
46.301,1,1.03,22.75,1.2,0.8,0.2,1
46.41,1,1.01,23.14,1.2,0.8,0.2,1
46.504,1,1.03,20.78,1.2,0.8,0.2,1
46.613,1,1.03,21.57,1.2,0.8,0.2,1
46.707,1,1.01,22.75,1.2,0.8,0.2,1
46.816,1,1.01,21.96,1.2,0.8,0.2,1
46.909,1,1.01,21.96,1.2,0.8,0.2,1
47.003,1,1,23.14,1.2,0.8,0.2,1
47.112,1,1,22.35,1.2,0.8,0.2,1
47.206,1,1,22.35,1.2,0.8,0.2,1
47.315,1,1.03,19.61,1.2,0.8,0.2,1
47.409,1,1.01,22.75,1.2,0.8,0.2,1
47.502,1,1.01,21.57,1.2,0.8,0.2,1
47.611,1,1.01,21.57,1.2,0.8,0.2,1
47.705,1,1.01,21.57,1.2,0.8,0.2,1
47.814,1,1.01,21.18,1.2,0.8,0.2,1
47.908,1,1,22.75,1.2,0.8,0.2,1
48.001,1,1.01,20.39,1.2,0.8,0.2,1
48.111,1,1,22.75,1.2,0.8,0.2,1
48.204,1,1,21.96,1.2,0.8,0.2,1
48.313,1,1,21.96,1.2,0.8,0.2,1
48.407,1,1.01,20.39,1.2,0.8,0.2,1
48.501,1,1.01,21.18,1.2,0.8,0.2,1
48.61,1,1,22.35,1.2,0.8,0.2,1
48.703,1,1.01,20,1.2,0.8,0.2,1
48.813,1,1,22.35,1.2,0.8,0.2,1
48.906,1,1,21.57,1.2,0.8,0.2,1
49.015,1,1,21.57,1.2,0.8,0.2,1
49.109,1,1,21.57,1.2,0.8,0.2,1
49.203,1,1,21.57,1.2,0.8,0.2,1
49.312,1,1.03,18.82,1.2,0.8,0.2,1
49.405,1,1.03,20.39,1.2,0.8,0.2,1
49.515,1,1.03,20.39,1.2,0.8,0.2,1
49.608,1,1.04,18.82,1.2,0.8,0.2,1
49.702,1,1.05,18.04,1.2,0.8,0.2,1
49.811,1,1.01,22.75,1.2,0.8,0.2,1
49.905,1,1,21.96,1.2,0.8,0.2,1
50.014,1,0.97,23.53,1.2,0.8,0.2,1
50.107,1,0.96,23.53,1.2,0.8,0.2,1
50.201,1,0.99,19.61,1.2,0.8,0.2,1
50.31,1,0.99,21.57,1.2,0.8,0.2,1
50.404,1,1,20.39,1.2,0.8,0.2,1
50.513,1,0.99,22.75,1.2,0.8,0.2,1
50.607,1,1,20.39,1.2,0.8,0.2,1
50.716,1,0.99,22.75,1.2,0.8,0.2,1
50.809,1,0.99,21.96,1.2,0.8,0.2,1
50.903,1,1,20.39,1.2,0.8,0.2,1
51.012,1,1,21.57,1.2,0.8,0.2,1
51.106,1,1,21.57,1.2,0.8,0.2,1
51.215,1,1.01,20,1.2,0.8,0.2,1
51.309,1,1,22.35,1.2,0.8,0.2,1
51.402,1,1.01,19.61,1.2,0.8,0.2,1
51.511,1,0.99,23.53,1.2,0.8,0.2,1
51.605,1,1,20.39,1.2,0.8,0.2,1
51.714,1,1,21.18,1.2,0.8,0.2,1
51.808,1,1,21.18,1.2,0.8,0.2,1
51.902,1,1,21.18,1.2,0.8,0.2,1
52.011,1,1,21.18,1.2,0.8,0.2,1
52.104,1,1,21.18,1.2,0.8,0.2,1
52.214,1,1.01,20,1.2,0.8,0.2,1
52.307,1,1,22.35,1.2,0.8,0.2,1
52.401,1,1,21.18,1.2,0.8,0.2,1
52.51,1,1,21.18,1.2,0.8,0.2,1
52.604,1,1,21.18,1.2,0.8,0.2,1
52.713,1,1,21.18,1.2,0.8,0.2,1
52.806,1,1,21.18,1.2,0.8,0.2,1
52.916,1,1,21.18,1.2,0.8,0.2,1
53.009,1,1.01,19.61,1.2,0.8,0.2,1
53.103,1,1,22.35,1.2,0.8,0.2,1
53.212,1,1.01,20,1.2,0.8,0.2,1
53.306,1,1,22.35,1.2,0.8,0.2,1
53.415,1,1.01,19.61,1.2,0.8,0.2,1
53.508,1,1.01,20.39,1.2,0.8,0.2,1
53.602,1,1.01,20.39,1.2,0.8,0.2,1
53.711,1,1,21.96,1.2,0.8,0.2,1
53.805,1,1,21.18,1.2,0.8,0.2,1
53.914,1,1,21.18,1.2,0.8,0.2,1
54.008,1,1,21.18,1.2,0.8,0.2,1
54.101,1,1.01,19.61,1.2,0.8,0.2,1
54.21,1,1,21.96,1.2,0.8,0.2,1
54.304,1,1.01,19.22,1.2,0.8,0.2,1
54.413,1,1,21.57,1.2,0.8,0.2,1
54.507,1,1,20.78,1.2,0.8,0.2,1
54.616,1,0.99,22.35,1.2,0.8,0.2,1
54.71,1,0.99,21.57,1.2,0.8,0.2,1
54.803,1,1,20,1.2,0.8,0.2,1
54.912,1,0.99,22.35,1.2,0.8,0.2,1
55.006,1,1,20,1.2,0.8,0.2,1
55.115,1,0.99,22.35,1.2,0.8,0.2,1
55.209,1,0.99,21.57,1.2,0.8,0.2,1
55.302,1,1,20,1.2,0.8,0.2,1
